what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444015310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444021427
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381444022308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381444023599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444025321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444026697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444027720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444037226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444062576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444176437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381444178948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444183876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444306871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381444313581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444316144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444334336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444337728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444347280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381444348055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381444348645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381444349045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444351075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381444388393
