what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381441933666
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1381441939694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381441939782
started,bundle,org.eclipse.emf.codegen,2.6.0.v20120130-0943,"org.eclipse.emf.codegen",1381441955228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381441955525
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1381441956291
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1381441956399
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381441956453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381441956624
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1381441957004
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381441959732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381441967954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381441985213
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1381441988279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381441989600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381441991438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381441991474
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381441991552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381441994836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442007400
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442007584
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442007647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442009337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442014634
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381442016618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442019424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442021100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381442021134
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442021185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442025566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442038297
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442038485
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442038547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442039538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442046689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381442050994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381442051428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442053116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442062290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381442065774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381442066171
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1381442066379
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1381442069146
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1381442071189
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1381442071193
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1381442071196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381442074829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442077757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442090227
error,log,,,"Unhandled event loop exception",1381442094663
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1381442112722
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1381442113080
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1381442113231
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1381442113383
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1381442116006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442118975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442135958
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442135983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442140911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442142967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381442144982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381442145383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1381442151965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442153512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442171046
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381442173123
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1381442174413
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1381442174416
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1381442174432
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1381442174434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442179282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442201173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1381442208864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442213715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442224291
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442225380
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1381442227587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381442229503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442238379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442252956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442256859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442271031
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1381442273196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442273441
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1381442273615
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1381442273686
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1381442273929
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1381442273933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442279648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442286358
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381442300016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442300099
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1381442300205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442304145
error,log,,,"Several ports (8080, 8009) required by Tomcat v7.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1381442305662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442326143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442327733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442340614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442342398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442343744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442344289
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381442344991
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1381442346351
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1381442346437
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1381442346481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442362109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381442365007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442367290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442372735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442376236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442551923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442554375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442573977
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381442576061
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442576954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442580565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442586180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442594863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442630258
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1381442646666
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442647993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442651183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442663295
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381442665242
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1381442665306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442665633
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381442666026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442668368
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381442668534
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442669340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381442678788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381442711413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442718179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442725161
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381442728140
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1381442728192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442728533
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381442729213
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381442730599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442733295
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1381442734038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442738296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442752312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442766129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442820983
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442823415
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381442825004
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442825192
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442825280
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381442827620
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1381442827677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442828012
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381442828420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442830442
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381442830823
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381442830929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381442832173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381442841131
